URI,Artist,Songs,Release Date,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Loudness,Speechiness,Tempo,Valence,WH,War?,,,,,,,,,
spotify:track:5uvosCdMlFdTXhoazkTI5R,The Doors,Light My Fire,1967,70,0.369,0.413,0.725,2.16E-05,-5.787,0.0324,124.618,0.44,D,War,,,,,,,,,
spotify:track:1JO1xLtVc8mWhIoE3YaCL0,The Turtles,Happy Together,1967,73,0.55,0.584,0.367,1.38E-05,-9.638,0.0328,120.175,0.588,D,War,,,,,,,,,
spotify:track:3c2kMiSB86tVq1J4oULmvL,The Young Rascals,Groovin' - Single Version; Mono,1967,57,0.595,0.605,0.455,0,-8.903,0.0301,106.825,0.678,D,War,,,,,,,,,
spotify:track:0aym2LBJBk9DAYuHHutrIl,The Beatles,Hey Jude - Remastered 2015,1968,78,0.0112,0.386,0.607,1.38E-05,-7.7,0.0261,147.207,0.532,D,War,,,,,,,,,
spotify:track:0tS7Mli5NtOcpeCqC25GWd,Paul Mauriat,Love is Blue,1968,50,0.164,0.482,0.499,0.899,-10.549,0.0268,104.361,0.281,D,War,,,,,,,,,
spotify:track:2Qhvi6R73Zj3cpzRYzcAww,Bobby Goldsboro,Honey,1968,55,0.674,0.399,0.278,0.000694,-13.122,0.0291,93.189,0.597,D,War,,,,,,,,,
spotify:track:3zBhihYUHBmGd2bcQIobrF,Otis Redding,(Sittin' On) the Dock of the Bay - Mono,1968,71,0.684,0.769,0.367,1.62E-05,-11.226,0.0312,103.621,0.535,D,War,,,,,,,,,
spotify:track:5tUEIByLWg1sYWajZ2x5zx,The Rascals,People Got to Be Free,1968,42,0.466,0.685,0.696,0,-8.137,0.0364,126.019,0.96,D,War,,,,,,,,,
spotify:track:6FRwDxXsvSasw0y2eDArsz,Cream,Sunshine Of Your Love,1968,73,0.475,0.684,0.481,6.57E-05,-12.59,0.0384,115.078,0.784,D,War,,,,,,,,,
spotify:track:7a3g7jILDCvADVN9NQIyYj,Herb Alpert & The Tijuana Brass,This Guy's In Love With You,1968,55,0.858,0.635,0.167,0.000999,-12.998,0.0403,83.768,0.246,D,War,,,,,,,,,
spotify:track:3iEABTE7uVYkVQA8wCUnVZ,Hugo Montenegro & His Orchestra,"The Good, The Bad And The Ugly - From the film ""The Good, The Bad And The Ugly"" released through United Artists",1968,35,0.649,0.531,0.648,0.501,-10.648,0.0412,116.572,0.589,D,War,,,,,,,,,
spotify:track:0iOZM63lendWRTTeKhZBSC,Simon & Garfunkel,"Mrs. Robinson - From ""The Graduate"" Soundtrack",1968,75,0.713,0.606,0.457,2.53E-05,-14.035,0.0497,92.033,0.813,D,War,,,,,,,,,
spotify:track:6IIcvtmuGpWIasqOpyGlyY,Archie Bell & The Drells,"Tighten Up, Pt. 1",1968,47,0.242,0.708,0.441,0.000147,-12.931,0.196,125.191,0.724,D,War,,,,,,,,,
spotify:track:7xRNsqOQOgWbHV1nbXnfXN,The Black Eyed Peas,Boom Boom Pow,2009,61,0.15,0.869,0.851,0.000873,-6.201,0.0827,130.09,0.395,D,War,,,,,,,,,
spotify:track:7GtpZ01gEJDxrXfH2ayvuc,Percy Faith & His Orchestra,"The Song From ""Moulin Rouge""",1953,14,0.883,0.164,0.458,0.906,-8.178,0.0364,108.53,0.0657,R,War,,,,,,,,,
spotify:track:1mMSH14XSSjzLvNuf62azx,Various Artists,(How Much Is) That Doggie in the Window,1953,42,0.795,0.639,0.29,0,-11.688,0.044,122.895,0.667,R,War,,,,,,,,,
spotify:track:7iv8br1y5Hv63QX5Z2HFjv,The Ames Brothers,"You, You, You",1953,41,0.838,0.386,0.177,0.000245,-11.213,0.0299,97.678,0.292,R,War,,,,,,,,,
spotify:track:3ZWp5lfQT2yDRWzJDIAed3,Teresa Brewer,Till I Waltz Again With You,1953,16,0.786,0.543,0.108,0,-17.267,0.0531,124.444,0.4,R,War,,,,,,,,,
spotify:track:4iyzrJ3qIGBvG8yl5dWHQ8,Perry Como,No Other Love (with Henri René & His Orchestra and Chorus),1953,32,0.89,0.303,0.187,2.74E-06,-11.615,0.0295,90.486,0.23,R,War,,,,,,,,,
spotify:track:049uxirFkHOefJ0yqPW8Kk,Frankie Laine,I Believe,1953,42,0.977,0.402,0.159,1.76E-05,-18.598,0.0306,67.796,0.282,R,War,,,,,,,,,
spotify:track:3iSws76HjaU7k49EqJVTfF,The Archies,"Sugar, Sugar",1969,67,0.466,0.736,0.871,0,-2.786,0.0278,122.395,0.967,R,War,,,,,,,,,
spotify:track:6aL6pPBaTMGgM558mplSnj,The Temptations,I Can't Get Next To You,1969,56,0.56,0.682,0.688,0,-12.853,0.105,108.828,0.711,R,War,,,,,,,,,
spotify:track:3RZMzCvYsmJ0u2ioKTOsmJ,The Rolling Stones,Honky Tonk Women - Mono Version,1969,66,0.381,0.562,0.768,0.03,-6.613,0.0606,119.544,0.966,R,War,,,,,,,,,
spotify:track:7lL2lMWNtzOcf5HnEudNgn,Various Artists,Everyday People,1969,65,0.245,0.813,0.619,0.0151,-8.203,0.0294,114.58,0.774,R,War,,,,,,,,,
spotify:track:3jJKKhg0t4HpdfNDyGiZDy,Tommy Roe,Dizzy,1969,42,0.0068,0.793,0.409,0.000749,-10.869,0.0316,104.047,0.825,R,War,,,,,,,,,
spotify:track:4t6NQkpUmvpvLDCkl3XuwA,Sly & The Family Stone,Hot Fun in the Summertime,1969,49,0.634,0.656,0.65,0.0148,-11.643,0.0575,146.268,0.931,R,War,,,,,,,,,
spotify:track:6sPOmDulFtLzfX25zICNrC,The Foundations,Build Me Up Buttercup,1969,73,0.313,0.66,0.512,0,-7.183,0.0294,133.607,0.852,R,War,,,,,,,,,
spotify:track:1vXuYPpkLjn1v06E2EsWQY,Tommy James & The Shondells,Crimson and Clover - Single Version,1969,57,0.255,0.412,0.59,0.0325,-12.277,0.0701,85.824,0.653,R,War,,,,,,,,,
spotify:track:6l8EbYRtQMgKOyc1gcDHF9,Simon & Garfunkel,Bridge Over Troubled Water,1970,69,0.822,0.149,0.206,0.000649,-13.888,0.0323,79.764,0.264,R,War,,,,,,,,,
spotify:track:50q2aUjWoTn6CJIfSPRJQA,Carpenters,(They Long To Be) Close To You,1970,57,0.707,0.533,0.245,4.21E-05,-14.652,0.0326,89.328,0.236,R,War,,,,,,,,,
spotify:track:0zRtBDhwtIFTfoK2HuURbM,B.J. Thomas,Raindrops Keep Fallin' On My Head,1970,54,0.813,0.519,0.446,0.000124,-9.287,0.0388,104.962,0.654,R,War,,,,,,,,,
spotify:track:4ZEEcEMGjkWOfZNBcIB9yE,Edwin Starr,War,1970,64,0.0939,0.59,0.671,0,-12.484,0.154,109.333,0.736,R,War,,,,,,,,,
spotify:track:6s908FOHbvhdyTJLPoqxPg,Rare Earth,Get Ready - Single Version,1970,41,0.0264,0.619,0.833,0.0204,-10.136,0.0295,136.783,0.963,R,War,,,,,,,,,
spotify:track:7iN1s7xHE4ifF5povM6A48,The Beatles,Let It Be - Remastered 2009,1970,78,0.631,0.443,0.403,0,-8.339,0.0322,143.462,0.41,R,War,,,,,,,,,
spotify:track:0YgoNapnyIXuruBrzvoCSu,Freda Payne,Band Of Gold - Re-Record,1970,43,0.451,0.631,0.746,0,-5.439,0.0277,108.875,0.93,R,War,,,,,,,,,
spotify:track:2ymeOsYijJz09LfKw3yM2x,Three Dog Night,Joy To The World,1971,64,0.472,0.651,0.668,0.00204,-12.413,0.0311,126.99,0.972,R,War,,,,,,,,,
spotify:track:50UoJUrslRVqG0cg6uboyn,The Osmonds,One Bad Apple,1971,33,0.382,0.6,0.567,0,-7.163,0.0398,101.041,0.92,R,War,,,,,,,,,
spotify:track:1jy0RbDHyBMTupSdc98XbG,Bee Gees,How Can You Mend A Broken Heart,1971,55,0.635,0.437,0.264,0,-13.715,0.0328,68.541,0.251,R,War,,,,,,,,,
spotify:track:3mDOHVY9MWZOTODSNF5GBj,Paul Revere & The Raiders,Indian Reservation (The Lament of the Cherokee Reservation Indian),1971,46,0.284,0.639,0.385,0.00193,-13.253,0.0759,131.714,0.209,R,War,,,,,,,,,
spotify:track:4kjOWauuYptQVSnuac4dsr,Donny Osmond,Go Away Little Girl,1971,25,0.778,0.387,0.413,0.00082,-11.12,0.0436,108.424,0.38,R,War,,,,,,,,,
spotify:track:2xYlyywNgefLCRDG8hlxZq,John Denver,"Take Me Home, Country Roads - Rerecorded",1971,76,0.546,0.255,0.43,1.87E-05,-12.564,0.0322,164.267,0.546,R,War,,,,,,,,,
spotify:track:39Bd345OWEhRNyfayhp9gv,The Temptations,Just My Imagination (Running Away With Me),1971,64,0.897,0.431,0.239,0.00961,-15.402,0.0276,92.492,0.455,R,War,,,,,,,,,
spotify:track:6gvfXd7pEUSPuNEMWwOJUH,Tony Orlando & Dawn,Knock Three Times,1971,51,0.154,0.777,0.581,0,-10.129,0.0517,123.1,0.93,R,War,,,,,,,,,
spotify:track:0SxFyA4FqmEQqZVuAlg8lf,Roberta Flack,The First Time Ever I Saw Your Face,1972,61,0.731,0.311,0.0264,0.00205,-21.644,0.037,120.653,0.139,R,War,,,,,,,,,
spotify:track:6vuEG9sZtC4W2zT64f7zLF,Gilbert O'Sullivan,Alone Again (Naturally),1972,52,0.583,0.558,0.464,0.000133,-8.488,0.0354,171.762,0.559,R,War,,,,,,,,,
spotify:track:2QgWuCtBpNIpl5trmKCxRf,Don McLean,American Pie,1972,72,0.6,0.527,0.509,0,-10.893,0.0628,138.317,0.497,R,War,,,,,,,,,
spotify:track:6MrILERJLA3Jcq0E9poZsp,Harry Nilsson,Without You,1972,63,0.612,0.392,0.185,2.89E-06,-15.472,0.0285,64.933,0.145,R,War,,,,,,,,,
spotify:track:6jGb3Hhy6Dfhci1Eb3au0R,Sammy Davis Jr.,The Candy Man,1972,38,0.806,0.636,0.549,0.000386,-10.933,0.0332,131.154,0.84,R,War,,,,,,,,,
spotify:track:15en5xAk3uORkyA01e6pIO,Joe Tex,I Gotcha,1972,44,0.353,0.633,0.605,0,-15.642,0.416,187.913,0.972,R,War,,,,,,,,,
spotify:track:3M8FzayQWtkvOhqMn2V4T2,Bill Withers,Lean on Me,1972,68,0.782,0.619,0.22,1.19E-05,-13.843,0.0667,75.16,0.423,R,War,,,,,,,,,
spotify:track:4z51Gf7Ppt9Lmu5zmnUIz9,Mac Davis,Baby Don't Get Hooked on Me,1972,47,0.26,0.495,0.307,5.21E-05,-18.168,0.0403,80.97,0.802,R,War,,,,,,,,,
spotify:track:3tm6LVXZJg0lG4hQm5ytrT,Melanie,Brand New Key,1972,51,0.817,0.667,0.412,0,-7.544,0.0353,83.816,0.82,R,War,,,,,,,,,
spotify:track:7buqgbdJkbLhAQIKqyYbbz,Wayne Newton,Daddy Don't You Walk So Fast - Re-Recorded In Stereo,1972,32,0.467,0.472,0.503,0,-10.018,0.0272,152.728,0.443,R,War,,,,,,,,,
spotify:track:14nBn3kUcfhDnGyKRUrVHr,Jim Croce,"Bad, Bad Leroy Brown",1973,58,0.517,0.674,0.795,0,-7.461,0.0424,147.959,0.876,R,War,,,,,,,,,
spotify:track:3gsCAGsWr6pUm1Vy7CPPob,Roberta Flack,Killing Me Softly with His Song,1973,71,0.727,0.477,0.381,0,-10.237,0.0342,121.568,0.329,R,War,,,,,,,,,
spotify:track:3YaR3Drv2GP6BHKz6d8Q2f,Kris Kristofferson,Why Me - Live,1973,37,0.682,0.327,0.706,0.000236,-5.924,0.0402,82.834,0.563,R,War,,,,,,,,,
spotify:track:6WCeFNVAXUtNczb7lqLiZU,Elton John,Crocodile Rock,1973,70,0.0326,0.626,0.803,1.35E-05,-7.214,0.0358,149.918,0.968,R,War,,,,,,,,,
spotify:track:5YLVhkyMsAuYKOKihHJo21,Billy Preston,Will It Go Round In Circles,1973,43,0.286,0.689,0.871,3.33E-05,-7.928,0.0281,98.396,0.898,R,War,,,,,,,,,
spotify:track:4sIkDCqNjTubfb5UVs8lEA,Diana Ross,Touch Me In The Morning,1973,54,0.454,0.355,0.615,0,-7.21,0.0314,137.19,0.603,R,War,,,,,,,,,
spotify:track:4VZDv8sASBS8UruUBGTFdk,Wilson Phillips,Hold On,1990,67,0.4,0.679,0.657,0,-9.897,0.0255,97.8,0.546,R,War,,,,,,,,,
spotify:track:6kvoHl80mfCVTv7XnZkjQn,Roxette,"It Must Have Been Love - From ""Pretty Woman""",1990,69,0.34,0.52,0.652,5.49E-05,-6.655,0.0274,80.609,0.722,R,War,,,,,,,,,
spotify:track:3nvuPQTw2zuFAVuLsC9IYQ,Sinéad O'Connor,Nothing Compares 2 U,1990,70,0.0425,0.511,0.574,2.33E-05,-7.016,0.0273,119.917,0.161,R,War,,,,,,,,,
spotify:track:6m59VvDUi0UQsB2eZ9wVbH,Bell Biv DeVoe,Poison,1990,65,0.00216,0.829,0.573,0.00432,-10.316,0.224,111.848,0.803,R,War,,,,,,,,,
spotify:track:27QvYgBk0CHOVHthWnkuWt,Madonna,Vogue,1990,65,0.00379,0.737,0.88,0.00351,-6.449,0.0433,115.998,0.329,R,War,,,,,,,,,
spotify:track:0gLQ6jhJsyYfl7PrD1RZ7X,Mariah Carey,Vision of Love,1990,57,0.442,0.256,0.463,0,-10.959,0.0382,205.362,0.354,R,War,,,,,,,,,
spotify:track:1NCuYqMc8hKMb4cpNTcJbD,Phil Collins,Another Day in Paradise - 2016 Remaster,1990,72,0.736,0.78,0.565,0.00269,-7.32,0.0306,101.967,0.365,R,War,,,,,,,,,
spotify:track:3ZqjDpr3qCZnZBPcd0Hpj2,En Vogue,Hold On,1990,57,0.0865,0.728,0.464,0,-11.156,0.0605,96.944,0.383,R,War,,,,,,,,,
spotify:track:5TSANSqPTD6nBG0NSJWmVB,Billy Idol,Cradle Of Love,1990,43,0.0163,0.612,0.942,3.90E-06,-4.588,0.0399,144.038,0.622,R,War,,,,,,,,,
spotify:track:1sUTfgduT0WIQO8kXKXxLC,Jon Bon Jovi,"Blaze Of Glory - From ""Young Guns II"" Soundtrack",1990,65,0.0598,0.553,0.611,2.33E-05,-9.967,0.0348,78.683,0.37,R,War,,,,,,,,,
spotify:track:6eBK3edMW7bEzecF1eCezc,Bryan Adams,(Everything I Do) I Do It For You,1991,64,0.0816,0.519,0.372,4.67E-05,-12.635,0.0284,131.227,0.298,R,War,,,,,,,,,
spotify:track:3lsse1FoSHnNXc6y0jHxvd,Various Artists,I Wanna Sex You Up - Single Mix,1991,56,0.00549,0.551,0.591,6.55E-06,-8.404,0.12,201.799,0.474,R,War,,,,,,,,,
spotify:track:2zeGpMojbMPSmLngK2Ojf7,C & C Music Factory,Gonna Make You Sweat (Everybody Dance Now) - Clivilless & Cole DJ's Choice Mix,1991,22,0.00199,0.806,0.936,0.246,-5.988,0.0624,113.229,0.773,R,War,,,,,,,,,
spotify:track:015qd1I4v00JIoK7yOUgKC,Paula Abdul,Rush Rush,1991,60,0.763,0.706,0.44,0,-11.577,0.0493,90.012,0.395,R,War,,,,,,,,,
spotify:track:2drQ6wg2hdl6RDslarifh8,Timmy T,One More Try,1991,44,0.191,0.641,0.573,0,-9.198,0.0485,149.826,0.5,R,War,,,,,,,,,
spotify:track:5VYTKiOnHw4iTrB9pG3yum,EMF,Unbelievable,1991,62,0.000341,0.637,0.849,0.0386,-6.855,0.0362,104.074,0.936,R,War,,,,,,,,,
spotify:track:1gVgkQFOKa8Wc1HYsJtPdH,Extreme,More Than Words,1991,67,0.468,0.615,0.129,0,-14.892,0.0286,91.769,0.249,R,War,,,,,,,,,
spotify:track:4iqnWPNCt4hhZ96KhjlJKq,Surface,The First Time,1991,33,0.215,0.637,0.354,0.000704,-11.964,0.0283,126.435,0.111,R,War,,,,,,,,,
spotify:track:6zMUIb4uce1CzpbjR3vMdN,Ashanti,Foolish,2002,70,0.358,0.477,0.728,0,-5.71,0.0831,89.209,0.69,R,War,,,,,,,,,
spotify:track:04KTF78FFg8sOHC1BADqbY,Nelly,Hot In Herre,2002,71,0.218,0.965,0.736,0,-5.005,0.144,107.07,0.921,R,War,,,,,,,,,
spotify:track:14MgTooapmJdLlEMAr2zAM,Kelly Rowland,Dilemma (feat. Kelly Rowland),2002,52,0.185,0.736,0.518,1.51E-05,-9.333,0.182,168.121,0.579,R,War,,,,,,,,,
spotify:track:5QpaGzWp0hwB5faV8dkbAz,The Calling,Wherever You Will Go,2002,71,0.0367,0.558,0.719,0,-5.113,0.0267,112.027,0.371,R,War,,,,,,,,,
spotify:track:4w1lzcaoZ1IC2K5TwjalRP,Vanessa Carlton,A Thousand Miles,2002,76,0.323,0.56,0.825,0,-3.862,0.0379,94.931,0.268,R,War,,,,,,,,,
spotify:track:60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,In the End,2002,82,0.0103,0.542,0.853,0,-6.407,0.0498,105.256,0.37,R,War,,,,,,,,,
spotify:track:7J41dYQolQJEtj3UmKLu5r,Usher,U Got It Bad,2002,69,0.0227,0.816,0.5,1.53E-06,-4.551,0.03,124.037,0.649,R,War,,,,,,,,,
spotify:track:6lSr3iZTC144PKhvbPFzMp,Puddle Of Mudd,Blurry,2002,65,0.01,0.44,0.929,0,-4.494,0.0525,157.49,0.495,R,War,,,,,,,,,
spotify:track:4RY96Asd9IefaL3X4LOLZ8,50 Cent,In Da Club,2003,70,0.283,0.865,0.73,0,-2.813,0.373,90.096,0.808,R,War,,,,,,,,,
spotify:track:5dNfHmqgr128gMY2tc5CeJ,R. Kelly,Ignition - Remix,2003,69,0.061,0.795,0.523,0,-7.165,0.0423,133.024,0.855,R,War,,,,,,,,,
spotify:track:7C86DVl6REN8VPeGEMOf9q,Sean Paul,Get Busy,2003,62,0.615,0.735,0.824,0,-4.143,0.036,100.202,0.726,R,War,,,,,,,,,
spotify:track:5IVuqXILoxVWvWEPm82Jxr,Beyoncé,Crazy In Love (feat. Jay-Z),2003,74,0.00249,0.646,0.77,0,-6.596,0.226,99.165,0.681,R,War,,,,,,,,,
spotify:track:3WbphvawbMZ8FyqDxYGdSQ,3 Doors Down,When I'm Gone,2003,68,0.00457,0.496,0.765,0,-5.66,0.033,74.072,0.337,R,War,,,,,,,,,
spotify:track:0PXWpNBYg52gABrn1qL1bD,Matchbox Twenty,Unwell,2003,62,0.0456,0.442,0.793,0,-5.152,0.0347,80.985,0.437,R,War,,,,,,,,,
spotify:track:0l3GEbH3CviUytD6iX4wzg,Chingy,Right Thurr,2003,67,0.15,0.866,0.749,0,-3.977,0.253,92.077,0.891,R,War,,,,,,,,,
spotify:track:2RMnvrnOpvcrznNG2I3DYc,Aaliyah Tribute,Miss You,2003,22,0.709,0.685,0.351,0,-8.999,0.0303,109.771,0.511,R,War,,,,,,,,,
spotify:track:69j0KoPJuwpnbGWrfn7Yll,Kid Rock,Picture (feat. Sheryl Crow),2003,66,0.172,0.692,0.496,6.42E-06,-7.332,0.0241,97.945,0.376,R,War,,,,,,,,,
spotify:track:5rb9QrpfcKFHM1EUbSIurX,Usher,Yeah! (feat. Lil Jon & Ludacris),2004,78,0.0183,0.894,0.791,0,-4.699,0.112,105.018,0.583,R,War,,,,,,,,,
spotify:track:7z3N2W7Xz1t2G2sAO8wFVH,Usher,Burn - Confession Special Edition Version,2004,65,0.314,0.796,0.477,0,-7.161,0.108,119.928,0.685,R,War,,,,,,,,,
spotify:track:3XVBdLihbNbxUwZosxcGuJ,Alicia Keys,If I Ain't Got You,2004,78,0.603,0.609,0.445,6.77E-06,-9.129,0.106,118.393,0.166,R,War,,,,,,,,,
spotify:track:5z7mYFfhw6N6f23VwrokJD,OutKast,The Way You Move (feat. Sleepy Brown),2004,64,0.126,0.871,0.597,0.000115,-4.932,0.0464,125.999,0.635,R,War,,,,,,,,,
spotify:track:3FZEg8UWOwKzJKzKT90hUZ,Hoobastank,The Reason,2004,74,0.0105,0.474,0.672,0,-4.678,0.028,83.029,0.0649,R,War,,,,,,,,,
spotify:track:2yr2HnFYl7XvqJk4fXoQBt,Various Artists,I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,2004,67,0.347,0.833,0.515,0.00156,-5,0.0462,97.035,0.4,R,War,,,,,,,,,
spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,OutKast,Hey Ya!,2004,77,0.103,0.728,0.974,0.000532,-2.261,0.0665,79.526,0.965,R,War,,,,,,,,,
spotify:track:6hspsQYK9iO15rNYnklsYm,Ciara,Goodies (feat. Petey Pablo),2004,24,0.0216,0.64,0.711,1.38E-06,-4.081,0.216,204.217,0.856,R,War,,,,,,,,,
spotify:track:2Ozc0me9PV5vlt8cokwdvI,Terror Squad,Lean Back,2004,63,0.129,0.698,0.922,0,-3.359,0.517,126.594,0.691,R,War,,,,,,,,,
spotify:track:3LmvfNUQtglbTrydsdIqFU,Mariah Carey,We Belong Together,2005,69,0.0358,0.838,0.469,0,-7.992,0.0835,139.975,0.778,R,War,,,,,,,,,
spotify:track:6RcQOut9fWL6FSqeIr5M1r,Gwen Stefani,Hollaback Girl,2005,69,0.344,0.918,0.918,5.35E-06,-2.218,0.0954,110.024,0.882,R,War,,,,,,,,,
spotify:track:3ibKnFDaa3GhpPGlOUj7ff,Mario,Let Me Love You,2005,76,0.235,0.656,0.578,0,-8.97,0.0922,94.514,0.556,R,War,,,,,,,,,
spotify:track:3xrn9i8zhNZsTtcoWgQEAd,Kelly Clarkson,Since U Been Gone,2005,72,0.00165,0.662,0.741,0.0303,-5.406,0.0334,131,0.404,R,War,,,,,,,,,
spotify:track:3x9LFpV6tzq0qWaBMvY2UT,Ciara,"1, 2 Step (feat. Missy Elliott) - Don Candiani Reggaeton Mix",2005,40,0.0176,0.805,0.896,0.00293,-2.53,0.0414,98.738,0.776,R,War,,,,,,,,,
spotify:track:5GorCbAP4aL0EJ16frG2hd,Green Day,Boulevard of Broken Dreams,2005,72,0.00552,0.496,0.682,2.94E-05,-4.095,0.0294,167.06,0.474,R,War,,,,,,,,,
spotify:track:0AKAxdNkwq9ZxRdW1DN9zW,Kelly Clarkson,Behind These Hazel Eyes,2005,59,0.00165,0.548,0.889,0.00109,-4.682,0.0382,90.048,0.425,R,War,,,,,,,,,
spotify:track:0mUyMawtxj1CJ76kn9gIZK,Daniel Powter,Bad Day,2006,75,0.448,0.599,0.785,0.00336,-4.013,0.0309,140.046,0.52,R,War,,,,,,,,,
spotify:track:0k2GOhqsrxDTAbFFSdNJjT,Sean Paul,Temperature,2006,75,0.106,0.951,0.6,0,-4.675,0.0685,125.04,0.822,R,War,,,,,,,,,
spotify:track:7j6C8ITuzhA7GHmj2z9mSd,Various Artists,You’re Beautiful - Acoustic Cover,2006,6,0.994,0.66,0.183,0.928,-15.238,0.068,78.936,0.218,R,War,,,,,,,,,
spotify:track:5vdv0xsnP6WK9ZqsPxKKtJ,Various Artists,Hips Don't Lie (feat. Wyclef Jean),2006,33,0.274,0.778,0.827,0,-5.745,0.0624,100.016,0.761,R,War,,,,,,,,,
spotify:track:1D1nixOVWOxvNfWi0UD7VX,Natasha Bedingfield,Unwritten,2006,76,0.00577,0.706,0.801,0,-6.333,0.0399,100.013,0.63,R,War,,,,,,,,,
spotify:track:2N5zMZX7YeL1tico8oQxa9,Gnarls Barkley,Crazy,2006,70,0.0172,0.835,0.741,0.0577,-1.609,0.0339,111.963,0.612,R,War,,,,,,,,,
spotify:track:0O45fw2L5vsWpdsOdXwNAR,Justin Timberlake,SexyBack (feat. Timbaland),2006,70,0.0584,0.967,0.583,0,-5.562,0.0789,117,0.964,R,War,,,,,,,,,
spotify:track:2RWxrpsFshOBFwRBRstUlQ,Beyoncé,Check On It - feat. Bun B and Slim Thug,2006,54,0.0708,0.705,0.796,0,-6.845,0.267,166.042,0.864,R,War,,,,,,,,,
spotify:track:6RX5iL93VZ5fKmyvNXvF1r,Beyoncé,Irreplaceable,2007,72,0.0293,0.447,0.694,5.46E-06,-4.637,0.382,175.868,0.509,R,War,,,,,,,,,
spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,Fergie,Big Girls Don't Cry (Personal),2007,73,0.239,0.712,0.647,0,-4.277,0.0336,113.116,0.292,R,War,,,,,,,,,
spotify:track:3guTXJKmMURN76FdZLZz29,T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),2007,39,0.0119,0.698,0.543,0,-8.143,0.116,80.104,0.622,R,War,,,,,,,,,
spotify:track:0ZUo4YjG4saFnEJhdWp9Bt,Carrie Underwood,Before He Cheats,2007,72,0.271,0.519,0.749,0,-3.318,0.0405,147.905,0.29,R,War,,,,,,,,,
spotify:track:4RCWB3V8V0dignt99LZ8vH,Plain White T's,Hey There Delilah,2007,78,0.872,0.657,0.291,0,-10.572,0.0293,103.973,0.298,R,War,,,,,,,,,
spotify:track:5AtFypwxB2ShXSxNj12dEd,Nelly Furtado,Say It Right,2007,54,0.0488,0.871,0.873,0.000747,-6.234,0.13,116.945,0.813,R,War,,,,,,,,,
spotify:track:0CAfXk7DXMnon4gLudAp7J,Flo Rida,Low (feat. T-Pain),2008,78,0.0928,0.918,0.609,0,-5.64,0.0791,128.008,0.304,R,War,,,,,,,,,
spotify:track:7wZUrN8oemZfsEd1CGkbXE,Leona Lewis,Bleeding Love,2008,77,0.188,0.638,0.656,0,-5.886,0.0357,104.036,0.225,R,War,,,,,,,,,
spotify:track:6IwKcFdiRQZOWeYNhUiWIv,Alicia Keys,No One,2008,78,0.0209,0.644,0.548,8.68E-06,-5.416,0.0286,90.042,0.166,R,War,,,,,,,,,
spotify:track:6FdY9j9tKEktgljxiwa4dp,Various Artists,Apologize (feat. OneRepublic),2008,24,0.0332,0.658,0.502,0,-9.21,0.0297,118.023,0.101,R,War,,,,,,,,,
spotify:track:3EXoXwJg7YCKBG0GZbJFqB,Jordin Sparks,No Air,2008,41,0.0494,0.461,0.757,0,-5.01,0.212,159.997,0.333,R,War,,,,,,,,,
spotify:track:4E6cwWJWZw2zWf7VFbH7wf,Sara Bareilles,Love Song,2008,75,0.0208,0.583,0.786,0,-3.142,0.0301,123.052,0.573,R,War,,,,,,,,,
spotify:track:5j0McHPthKpOXRr3fBq8M0,Usher,Love in This Club (feat. Young Jeezy),2008,65,0.0572,0.573,0.712,0,-5.976,0.0732,140.012,0.346,R,War,,,,,,,,,
spotify:track:5Lgcn7u07bHuqbOtXkN62u,Chris Brown,With You,2008,71,0.134,0.662,0.693,0,-4.298,0.0698,86.009,0.655,R,War,,,,,,,,,
spotify:track:3NZJlJemX3mzjf56MqC5ML,Chris Brown,Forever,2008,70,0.0368,0.672,0.82,0.000188,-4.456,0.0459,120.005,0.438,R,War,,,,,,,,,
spotify:track:0WfKDYeUAoLA3vdvLKKWMW,Lady Gaga,Poker Face,2009,67,0.139,0.846,0.815,2.19E-06,-4.512,0.0761,118.999,0.831,R,War,,,,,,,,,
spotify:track:4vp2J1l5RD4gMZwGFLfRAu,The Black Eyed Peas,I Gotta Feeling,2009,68,0.0823,0.741,0.748,0,-6.299,0.0264,127.965,0.6,R,War,,,,,,,,,
spotify:track:1vrd6UOGamcKNGnSHJQlSt,Taylor Swift,Love Story,2009,67,0.17,0.618,0.741,0,-3.95,0.031,118.984,0.296,R,War,,,,,,,,,
spotify:track:3GpbwCm3YxiWDvy29Uo3vP,Flo Rida,Right Round,2009,71,0.009,0.72,0.672,0,-6.852,0.0551,124.986,0.705,R,War,,,,,,,,,
spotify:track:5smPViFYtztTo7ww9gJXpD,The King's Singers,I’m Yours,2009,36,0.957,0.549,0.107,0,-16.147,0.0844,74.63,0.307,R,War,,,,,,,,,
spotify:track:5R9a4t5t5O0IsznsrKPVro,Beyoncé,Single Ladies (Put a Ring on It),2009,69,0.0383,0.426,0.584,0,-5.293,0.296,193.437,0.272,R,War,,,,,,,,,
